id;tp;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;dec
85;4;3.47;9.45;8.05;7.34;4.68;6.35;8.89;6.88;4.11;5.55;3.19;4.68;0.29;0.93;3.37;3
85;5;3.31;5.23;6.81;5.57;7.62;4.63;8.05;7.95;6.28;7.53;9.79;2.47;1.39;0.2;6.6;3
85;6;0.48;4.97;9.22;4.59;1.41;0.59;5.9;9.66;4.22;8.4;0.01;8.85;7.58;1.49;3.11;3
85;7;4.11;0.95;3.99;3.83;7.1;0.99;3.59;0.37;5.96;1.75;1.08;9.56;1.83;9.86;3.95;3
85;8;5.29;6.12;4.82;5.77;4.63;3.0;7.61;9.19;8.86;0.12;2.4;5.06;1.44;6.31;4.01;3
85;9;1.65;1.17;1.59;2.32;8.86;8.23;7.21;1.17;7.43;8.8;3.56;9.68;8.92;7.95;1.55;3
85;10;8.45;8.2;8.9;5.54;4.04;5.84;8.02;3.04;1.37;4.36;9.71;3.62;5.7;1.76;7.67;3
86;1;2.74;5.09;2.2;6.91;1.77;8.33;7.19;6.01;5.08;4.32;8.51;2.57;6.11;7.59;3.57;3
86;2;8.05;7.69;9.68;0.13;6.24;1.1;1.37;3.14;4.68;9.33;0.72;6.16;8.25;5.09;5.43;3
86;3;7.4;6.68;1.46;4.68;2.34;5.19;2.83;7.88;5.86;7.37;3.36;2.3;9.66;4.25;8.12;3
86;4;9.97;3.13;2.38;4.9;6.08;6.69;5.26;8.7;2.26;3.5;5.65;6.02;5.94;5.77;5.3;3
86;5;7.53;4.07;9.21;8.23;2.59;8.97;2.51;3.0;6.2;8.86;3.31;9.13;7.17;1.34;9.81;3
86;6;6.37;9.44;3.53;9.64;8.7;3.57;8.84;4.07;4.32;7.21;0.69;4.19;8.05;6.21;0.89;3
86;7;2.06;1.63;4.77;8.7;9.32;9.76;8.03;1.97;4.2;3.24;0.42;9.18;4.61;6.89;2.83;3
86;8;2.49;3.62;4.44;8.31;5.73;2.41;3.95;7.61;3.7;0.32;1.09;3.62;0.76;6.94;9.05;3
86;9;7.03;9.64;0.67;2.42;6.93;7.32;1.08;2.53;6.29;6.84;1.99;6.63;0.21;7.7;1.43;3
86;10;0.84;8.38;1.51;0.8;9.26;6.24;6.17;7.2;3.09;1.2;9.72;1.93;2.83;1.76;7.38;3
87;1;4.93;1.61;6.99;2.6;2.36;7.06;0.37;3.01;3.19;3.74;2.78;3.13;0.34;1.26;7.82;1
87;2;3.16;6.6;9.15;2.07;8.24;6.21;7.06;8.71;3.35;5.57;9.48;8.3;8.76;0.9;2.59;1
87;3;5.54;2.39;7.78;0.39;9.48;9.41;6.61;5.33;2.84;7.39;0.8;5.26;9.68;9.54;6.64;1
87;4;7.23;6.71;5.36;6.35;7.04;2.94;0.51;2.22;3.33;3.78;9.76;1.75;2.45;7.38;2.92;1
87;5;1.28;1.82;4.76;6.62;0.77;8.4;0.9;4.83;3.21;1.94;7.19;4.79;9.21;1.57;9.92;1
87;6;9.46;4.08;8.56;1.17;8.61;0.05;5.23;2.45;9.09;5.47;3.95;4.27;4.37;6.98;0.26;1
87;7;5.95;6.78;8.32;9.82;4.03;1.87;8.85;4.56;6.67;9.47;5.85;8.72;8.73;8.19;3.37;1
87;8;2.65;7.9;1.38;9.81;6.8;5.69;7.94;5.74;5.56;4.56;5.33;1.49;6.84;0.86;3.13;1
87;9;4.42;3.43;8.61;2.82;5.04;1.39;1.85;3.94;5.52;6.46;3.89;9.97;5.61;6.49;4.6;1
87;10;9.24;2.71;1.39;2.93;3.12;1.76;3.5;9.47;4.24;7.43;6.19;7.33;3.05;1.18;7.61;1
88;1;8.53;8.38;3.22;4.3;5.68;2.67;9.16;3.02;5.36;8.9;3.18;8.34;4.12;0.58;5.22;3
88;2;1.12;6.71;5.28;1.95;1.89;0.34;1.57;2.22;1.55;8.88;3.32;8.86;6.91;0.4;7.99;3
88;3;6.01;2.27;2.35;6.41;7.21;2.49;9.52;9.44;6.31;0.69;4.65;6.4;7.73;0.69;3.83;3
88;4;2.38;7.49;8.79;3.99;9.42;4.81;3.54;6.49;8.12;3.43;6.15;0.38;4.59;7.65;0.14;3
88;5;7.33;1.28;8.23;8.45;6.91;4.46;5.49;6.81;6.94;7.56;7.82;2.43;7.54;1.29;4.51;3
88;6;2.81;8.38;2.13;8.84;9.34;3.88;5.55;6.53;2.93;9.39;7.11;3.83;6.28;6.45;6.86;3
88;7;2.32;3.77;5.35;0.38;6.12;7.47;2.94;3.34;5.87;4.61;2.15;8.23;2.17;1.97;8.82;3
88;8;5.54;4.48;5.16;9.48;5.23;2.16;7.4;4.01;3.59;9.82;9.85;7.02;6.74;8.32;0.26;3
88;9;1.25;4.81;3.14;6.19;2.97;4.48;0.76;9.38;5.42;9.53;3.55;7.65;5.63;4.62;6.22;3
88;10;5.4;1.27;0.94;7.85;0.89;3.67;7.07;5.38;5.66;3.07;9.9;1.59;7.71;0.62;0.31;3
89;1;5.57;0.49;6.45;8.06;1.95;3.04;4.71;2.31;3.22;4.61;6.87;6.38;1.02;0.26;5.74;1
89;2;3.39;8.83;4.12;2.06;2.47;2.17;4.54;7.72;9.13;4.8;9.3;2.17;2.79;7.72;5.45;1
89;3;1.27;9.92;4.87;5.46;6.64;1.44;2.5;1.77;9.94;3.94;7.47;9.34;1.73;4.23;0.7;1
89;4;2.37;5.47;1.05;0.74;5.6;3.13;9.95;5.99;6.68;1.94;5.23;7.31;4.63;0.52;3.91;1
89;5;2.18;2.49;4.17;6.54;5.08;7.93;7.64;0.82;8.82;5.31;0.67;9.55;4.31;4.98;0.17;1
89;6;8.65;8.04;8.97;2.69;0.95;6.26;1.7;5.97;9.85;2.33;5.82;7.75;6.39;7.26;1.22;1
89;7;7.25;1.36;0.9;3.04;1.69;7.45;8.42;0.04;4.42;4.72;6.41;6.28;5.07;2.98;9.03;1
89;8;6.23;7.78;4.45;4.71;0.41;0.68;7.51;6.3;1.29;7.04;4.07;3.83;2.48;1.05;9.93;1
89;9;7.36;3.08;4.97;5.31;3.72;2.06;9.26;4.69;7.55;5.47;1.71;8.16;7.85;9.07;6.1;1
89;10;7.77;1.64;2.55;3.39;8.47;5.22;4.58;7.51;2.31;0.7;3.4;7.58;1.38;1.35;4.6;1
90;1;6.86;5.21;3.44;9.65;6.79;1.2;1.6;9.92;9.41;6.93;3.69;7.44;1.89;9.42;5.14;2
90;2;6.16;4.07;2.15;4.61;6.23;1.87;7.87;7.61;6.77;8.43;9.75;8.42;2.0;8.91;8.09;2
90;3;2.17;5.51;9.41;1.01;9.03;4.1;9.67;2.7;9.06;9.63;0.49;0.22;2.14;2.41;6.59;2
90;4;6.34;4.83;1.96;0.17;7.83;4.91;5.01;3.86;8.36;7.28;0.84;2.4;3.49;0.91;1.66;2
90;5;0.72;3.4;5.42;9.88;2.34;7.62;6.59;7.17;4.42;7.85;9.24;8.89;9.13;9.92;2.46;2
90;6;7.91;9.67;8.12;9.89;9.72;5.89;4.42;3.93;0.41;0.64;7.65;1.68;4.61;6.3;1.99;2
90;7;0.09;5.84;8.06;5.27;1.01;6.98;6.6;2.4;1.07;7.8;8.99;3.36;0.68;8.05;3.31;2
90;8;7.81;7.17;0.78;8.02;0.14;1.19;9.42;2.85;0.08;0.47;3.91;1.79;4.74;1.18;7.26;2
90;9;4.98;9.49;3.83;4.62;5.32;8.51;4.93;9.97;4.09;6.37;7.83;9.43;3.42;8.36;7.73;2
90;10;1.96;2.98;9.72;6.93;9.19;3.91;9.0;2.88;4.99;1.63;5.27;9.63;6.45;7.27;6.12;2
91;1;9.49;6.53;0.04;9.95;7.64;9.65;5.7;5.72;2.75;8.9;4.17;7.38;6.19;3.58;8.98;2
91;2;9.01;8.98;5.23;0.79;2.75;0.66;5.87;6.57;3.71;9.78;8.26;3.87;7.49;0.74;0.16;2
91;3;6.35;2.99;2.83;5.81;3.37;6.67;4.8;6.22;1.46;5.82;7.58;2.65;6.89;1.56;6.96;2
91;4;4.79;4.74;5.83;5.4;5.2;2.66;2.51;1.3;5.87;7.42;7.52;9.02;0.03;7.28;4.61;2
91;5;8.24;2.51;1.85;7.8;9.36;8.16;6.8;9.71;1.62;9.05;4.09;9.53;8.4;6.08;6.77;2
91;6;1.23;8.6;3.7;5.17;6.82;8.59;6.99;1.35;1.16;0.44;9.74;9.94;2.94;6.09;4.41;2
91;7;6.31;1.38;4.49;5.23;0.49;8.14;2.13;0.67;0.51;1.04;1.23;0.02;1.53;1.34;6.8;2
91;8;8.39;3.18;9.58;2.15;0.67;9.66;0.16;5.39;3.27;2.76;6.52;4.82;5.07;2.56;8.19;2
91;9;1.05;3.82;3.37;2.75;2.56;4.65;7.93;1.5;2.72;3.77;3.52;5.26;5.8;1.63;0.36;2
91;10;3.26;3.65;1.9;6.17;8.75;9.94;3.27;9.61;0.43;0.39;9.7;5.41;2.23;8.86;0.29;2
92;1;6.61;0.95;9.19;6.59;4.99;0.55;1.79;5.54;6.28;9.54;2.85;7.87;3.53;4.77;1.87;2
92;2;3.87;4.5;5.09;3.36;3.11;2.63;0.93;0.18;4.72;6.94;7.3;6.02;7.86;2.02;8.49;2
92;3;5.35;8.09;6.65;2.62;2.47;2.5;9.71;6.69;4.99;7.59;9.35;3.52;2.35;5.45;2.26;2
92;4;0.16;5.15;5.35;2.53;7.85;8.8;9.31;8.75;4.65;9.23;0.06;0.37;3.07;1.07;6.28;2
92;5;8.22;5.85;6.84;4.02;9.36;4.36;0.57;7.21;8.69;0.51;3.12;2.58;2.64;7.93;8.15;2
92;6;5.18;8.51;3.0;6.66;2.34;2.05;6.08;2.31;4.4;1.11;4.21;1.38;6.5;0.03;3.04;2
92;7;4.51;6.75;7.42;8.25;5.67;1.66;0.01;8.76;0.31;0.53;2.65;6.72;4.88;6.38;6.33;2
92;8;6.18;5.38;9.19;0.09;1.76;7.53;1.85;8.27;2.62;8.18;2.47;4.1;5.73;5.44;0.79;2
92;9;0.9;5.8;3.84;9.35;7.35;6.31;3.25;1.24;2.34;8.5;3.21;6.4;0.36;2.77;8.59;2
92;10;3.7;3.18;1.81;5.92;8.51;3.47;9.45;8.84;5.45;7.76;4.68;0.14;6.38;4.81;0.92;2
93;1;4.6;7.74;6.97;6.29;9.94;9.42;0.67;3.49;8.28;9.79;2.46;5.84;8.08;4.04;0.54;1
93;2;5.99;9.69;6.7;2.74;0.19;3.11;9.83;4.24;8.57;2.55;0.38;9.74;3.93;1.17;9.95;1
93;3;6.3;7.65;5.18;9.67;4.81;1.55;2.35;0.06;2.58;0.5;4.19;3.47;7.52;5.97;6.95;1
93;4;7.2;4.48;4.57;9.65;7.42;0.95;2.12;0.77;4.02;2.1;9.33;4.35;8.87;1.86;6.04;1
93;5;0.37;4.5;6.38;6.26;2.55;9.04;1.03;3.01;8.43;6.02;7.68;2.91;9.86;9.6;3.73;1
93;6;0.44;2.04;2.55;4.98;2.1;7.22;5.5;3.84;5.72;1.77;1.9;4.16;3.17;8.24;7.07;1
93;7;8.48;4.93;7.44;1.56;8.59;1.69;1.79;6.63;4.8;3.96;0.63;0.34;5.51;0.66;9.24;1
93;8;6.84;5.31;8.45;7.92;7.93;6.59;2.89;7.58;3.12;8.4;5.05;0.68;1.21;9.59;0.41;1
93;9;4.75;5.83;5.37;8.25;7.42;3.57;8.45;2.87;2.13;0.49;9.56;9.54;3.23;1.29;1.38;1
93;10;7.22;6.73;2.95;2.78;6.03;3.89;8.35;6.24;5.41;0.93;7.27;6.14;7.62;5.78;9.75;1
94;1;2.15;5.27;2.15;4.11;8.13;9.25;2.45;1.74;9.19;7.92;1.82;4.3;9.95;8.03;2.15;2
94;2;6.5;3.97;1.55;8.4;8.52;9.48;9.08;1.62;7.88;7.25;2.74;4.42;7.48;6.73;5.74;2
94;3;5.6;3.63;7.96;1.03;6.39;7.06;9.57;1.47;2.63;4.5;6.17;1.31;8.33;8.69;8.51;2
94;4;5.16;6.68;5.08;1.77;7.29;1.19;4.6;6.68;8.94;6.84;4.51;8.19;0.26;2.6;8.17;2
94;5;5.32;4.17;0.46;6.5;8.22;5.25;9.94;5.66;7.79;7.68;1.32;5.85;5.23;5.28;7.11;2
94;6;7.8;0.03;2.08;7.21;1.8;2.61;3.02;8.57;0.62;4.15;7.94;3.6;9.18;0.47;0.28;2
94;7;5.73;4.44;4.1;3.39;6.32;9.8;9.89;4.54;8.23;7.24;5.53;1.9;8.78;0.63;1.66;2
94;8;4.4;5.56;6.06;7.99;5.21;9.53;2.9;4.06;9.02;4.29;7.02;9.43;3.4;1.57;1.58;2
94;9;7.62;3.57;2.15;0.31;8.33;8.6;9.11;0.18;1.12;0.05;9.53;5.58;6.75;4.49;5.62;2
94;10;0.65;0.34;6.18;9.53;1.37;6.9;9.4;6.83;8.1;0.05;7.59;2.93;3.88;1.71;1.49;2
95;1;1.27;6.55;9.25;8.61;7.9;6.5;7.13;7.43;8.89;8.19;1.67;6.84;9.59;5.82;4.22;3
95;2;9.28;7.32;0.92;3.4;6.93;9.2;2.13;2.69;6.64;3.14;8.05;8.3;8.25;9.67;7.8;3
95;3;4.23;9.99;9.15;0.88;0.97;0.07;6.31;5.92;7.03;9.54;8.17;4.9;2.39;2.36;1.56;3
95;4;3.95;2.13;1.64;9.55;2.94;9.19;5.43;0.22;7.92;8.79;1.18;8.48;3.28;9.91;7.56;3
95;5;9.27;2.11;4.23;4.44;8.87;2.66;3.49;9.58;2.68;6.86;9.27;2.45;3.15;0.16;0.62;3
95;6;8.82;3.61;7.27;6.22;8.12;5.07;9.96;0.37;6.13;8.25;6.73;8.06;1.6;1.59;2.73;3
95;7;3.79;9.18;1.26;6.49;0.02;3.8;1.04;7.96;0.3;1.37;6.62;1.81;0.73;3.37;3.23;3
95;8;8.4;1.55;6.31;3.35;5.08;5.5;7.66;1.57;8.52;9.31;7.67;1.93;1.38;9.94;9.21;3
95;9;7.31;1.8;5.52;4.53;7.82;6.65;5.33;0.9;9.43;6.84;5.72;1.77;6.64;5.85;9.51;3
95;10;5.73;9.38;1.82;3.34;2.42;6.12;8.04;7.49;5.05;3.88;6.14;6.24;5.49;7.34;9.17;3
96;1;5.58;8.58;4.24;6.68;3.97;3.43;2.35;2.41;9.9;1.56;4.56;0.19;0.76;2.73;8.65;3
96;2;1.01;2.57;2.57;5.03;3.33;4.09;3.47;8.18;8.22;9.1;9.3;2.64;1.91;1.71;5.6;3
96;3;0.78;9.04;1.71;1.47;5.87;6.56;3.4;3.17;2.69;7.27;0.57;0.87;2.69;0.73;1.31;3
96;4;0.26;9.27;1.06;5.05;7.3;3.99;9.36;4.49;1.24;0.32;1.61;0.84;1.06;1.34;3.89;3
96;5;3.01;6.32;5.27;5.22;2.36;4.86;5.55;1.76;7.06;5.48;0.21;6.61;6.25;6.4;3.15;3
96;6;1.04;5.45;6.2;5.14;7.0;7.41;6.9;0.25;1.12;9.31;6.87;4.0;6.43;9.2;6.41;3
96;7;1.61;6.37;3.3;2.58;8.56;5.91;8.53;6.31;0.73;0.68;2.4;6.22;7.85;1.65;4.41;3
96;8;8.52;3.03;4.72;5.82;4.77;9.46;4.81;0.34;8.92;2.59;4.74;7.15;8.85;2.22;1.94;3
96;9;5.05;2.53;2.4;2.38;4.92;0.67;3.4;7.88;4.55;7.47;9.44;3.31;8.55;8.01;8.44;3
96;10;4.76;5.92;8.97;2.23;7.47;2.23;0.6;2.0;5.6;8.7;3.74;8.21;3.79;8.08;7.08;3
97;1;0.24;1.7;9.27;3.3;7.34;5.92;8.81;0.25;7.66;1.22;5.2;7.8;2.75;4.63;4.47;2
97;2;1.52;5.0;0.67;0.37;8.11;1.9;5.37;0.09;2.57;4.02;0.15;5.06;6.0;4.41;4.63;2
97;3;5.69;9.16;9.8;7.97;8.86;9.23;0.81;4.33;0.18;8.56;2.15;2.1;4.07;6.98;9.89;2
97;4;0.34;6.48;7.0;8.48;5.12;2.47;1.58;4.7;8.82;4.53;6.56;8.3;4.61;3.72;2.04;2
97;5;6.98;6.31;1.19;1.47;3.85;9.16;3.59;3.17;9.92;6.7;1.49;5.57;2.25;8.39;2.48;2
97;6;6.61;8.43;4.19;1.09;6.55;8.76;2.26;1.01;2.53;0.8;1.57;0.46;2.39;7.84;8.24;2
97;7;4.95;9.36;9.94;6.9;2.21;9.75;0.38;2.96;4.47;5.85;8.65;5.73;6.16;5.22;9.63;2
97;8;8.1;2.85;1.21;5.06;8.3;1.68;4.89;1.51;6.52;8.6;9.25;3.35;3.87;6.47;2.53;2
97;9;3.13;9.19;1.25;9.35;2.89;1.7;7.69;2.22;1.3;1.75;8.9;6.12;2.96;3.87;5.84;2
97;10;5.79;7.51;0.92;2.93;6.28;5.53;4.41;1.59;3.4;3.84;9.41;1.64;9.76;9.03;7.23;2
98;1;5.47;2.23;5.75;3.46;6.41;2.12;5.22;3.2;4.94;6.92;7.2;3.56;8.54;1.54;1.26;1
98;2;0.81;3.05;6.73;9.26;3.25;7.31;8.17;7.28;4.05;1.16;6.0;8.82;8.75;1.95;3.26;1
98;3;0.67;5.74;8.5;8.76;9.99;0.44;0.26;1.59;3.07;4.91;1.66;7.78;3.02;3.69;1.16;1
98;4;2.08;6.22;6.31;0.12;5.66;4.78;0.26;6.84;6.95;5.79;0.51;7.7;7.55;1.62;9.22;1
98;5;0.73;0.3;0.63;9.79;8.82;3.44;8.96;8.59;5.55;8.68;3.39;1.06;5.73;2.82;3.01;1
98;6;5.03;5.24;0.2;0.52;6.66;9.65;8.63;3.82;0.02;7.73;6.15;7.02;3.98;6.33;1.11;1
98;7;5.61;7.28;2.54;0.06;1.59;1.38;9.18;1.63;2.22;7.49;9.17;9.15;5.81;4.05;8.2;1
98;8;4.89;2.22;6.08;3.88;4.85;4.15;3.5;8.58;9.69;3.06;4.42;5.63;1.74;5.59;1.26;1
98;9;6.85;0.54;1.75;5.76;8.13;6.53;0.19;6.96;3.86;1.74;7.73;5.0;5.71;2.05;3.81;1
98;10;6.26;0.99;4.24;7.56;0.73;6.59;5.38;1.44;4.08;7.49;9.63;8.78;7.01;4.23;2.56;1
99;1;6.42;4.61;9.45;5.6;3.29;0.06;6.05;4.25;8.82;4.61;9.88;6.72;2.75;5.91;0.67;1
99;2;6.68;1.88;2.26;8.51;5.59;9.75;5.09;0.38;0.94;4.54;8.92;1.37;4.09;7.97;9.73;1
99;3;4.41;4.13;7.52;7.16;1.19;9.22;0.32;8.88;8.71;1.63;5.31;6.61;9.33;0.03;9.83;1
99;4;7.67;0.98;9.47;6.94;9.21;9.98;8.09;5.67;9.29;8.06;6.17;3.52;7.88;3.98;2.87;1
99;5;5.83;1.72;8.38;3.02;1.58;7.82;7.69;8.59;9.12;4.12;1.87;6.5;7.19;5.24;0.74;1
99;6;6.5;7.05;7.87;1.55;4.32;1.43;6.09;8.65;5.65;4.06;8.86;9.57;8.96;4.49;5.36;1
99;7;4.3;1.95;5.25;1.44;2.35;2.12;6.12;7.95;3.96;1.82;5.7;0.72;0.62;4.08;0.84;1
99;8;6.43;2.63;1.14;7.44;5.04;9.89;4.62;1.4;2.06;7.07;6.45;9.2;8.09;9.53;0.58;1
99;9;1.42;8.59;8.33;7.48;8.06;2.44;6.4;5.59;2.62;5.66;5.92;4.94;6.69;6.31;7.56;1
99;10;2.52;8.04;5.09;7.31;7.53;4.58;6.81;4.92;1.74;3.46;0.76;2.04;0.9;3.09;8.17;1
100;1;6.64;6.55;7.14;3.54;5.65;2.77;9.03;4.36;3.38;4.98;9.77;3.42;2.63;3.96;2.61;3
100;2;0.73;1.52;3.98;9.19;1.12;4.87;7.88;6.2;1.5;1.64;6.75;5.36;1.13;4.55;6.13;3
100;3;0.78;4.41;8.63;3.32;0.87;3.18;3.7;3.1;0.43;8.92;6.84;4.36;3.43;2.57;9.87;3
100;4;5.27;5.32;0.64;4.36;3.17;4.99;2.21;0.92;3.43;6.5;0.61;4.22;8.42;2.0;2.99;3
100;5;7.96;7.02;8.13;3.7;5.22;2.06;1.07;2.64;6.36;0.75;9.24;8.26;8.94;0.75;9.92;3
100;6;3.13;2.58;8.11;4.88;6.98;8.82;6.65;6.34;0.7;2.82;4.44;9.24;4.65;2.72;0.23;3
100;7;0.36;7.22;1.13;9.59;2.98;4.21;3.64;4.74;8.2;1.68;7.39;9.83;1.76;3.17;8.27;3
100;8;9.94;1.47;8.78;2.23;1.49;3.31;1.74;2.65;2.8;8.63;1.14;6.98;4.74;9.28;0.81;3
100;9;3.3;3.63;9.06;9.92;6.6;7.36;0.73;9.49;6.12;6.43;9.49;1.21;5.29;2.84;6.71;3
100;10;4.1;0.79;0.03;8.56;0.55;5.96;2.11;3.99;4.64;6.95;5.17;4.58;0.99;8.48;5.82;3
101;1;4.05;9.02;3.59;0.84;6.64;7.65;7.57;3.5;9.59;1.33;1.14;5.12;1.29;1.93;2.7;2
101;2;0.25;2.38;6.52;3.45;8.4;1.2;8.53;7.08;2.32;5.21;2.0;1.44;2.44;8.27;0.63;2
101;3;7.1;9.34;2.05;2.76;8.45;0.42;1.48;4.48;8.33;4.15;7.96;5.25;0.88;3.85;9.17;2
101;4;0.4;5.85;5.23;2.97;0.55;1.1;4.03;8.86;2.22;0.69;5.41;9.7;0.22;1.77;0.18;2
101;5;7.94;0.76;0.27;8.54;7.37;5.74;7.18;3.76;7.63;8.43;1.65;3.44;3.22;1.09;3.73;2
101;6;8.23;8.24;8.44;4.85;5.82;4.78;0.8;4.75;9.64;5.12;8.12;1.97;7.44;8.21;4.96;2
101;7;7.94;9.42;4.89;3.34;8.39;4.93;7.76;5.53;7.27;2.79;0.16;5.93;6.09;0.77;7.93;2
101;8;0.87;6.84;1.08;5.9;1.75;7.11;2.86;9.64;9.31;6.76;6.51;7.8;3.52;5.79;6.48;2
101;9;3.06;2.58;5.46;4.91;7.54;5.0;3.99;4.13;8.17;5.0;0.95;9.97;4.32;1.03;3.82;2
101;10;9.92;0.32;7.4;2.93;1.97;6.57;7.37;3.91;3.62;7.7;2.73;2.45;5.62;5.65;8.22;2
102;1;4.47;9.52;4.64;6.08;4.14;1.44;9.93;9.6;2.37;1.23;6.67;4.12;8.77;7.32;3.13;3
102;2;9.68;4.49;3.18;3.75;7.93;0.77;9.04;2.99;9.32;1.74;2.27;8.41;3.46;5.72;7.46;3
102;3;2.41;9.34;5.59;5.95;9.37;8.18;1.09;3.46;7.34;0.6;4.15;5.65;8.64;1.27;4.88;3
102;4;9.19;6.77;7.29;2.79;9.15;1.49;9.56;6.8;8.13;0.0;0.43;6.6;4.04;6.48;8.69;3
102;5;3.51;6.78;4.14;9.92;1.71;8.81;5.66;7.73;2.28;1.4;1.95;4.01;4.92;4.07;2.75;3
102;6;2.01;0.42;2.62;5.3;0.19;7.98;2.41;3.8;4.46;3.25;6.07;5.97;4.43;6.08;4.7;3
102;7;3.78;4.18;2.99;7.25;4.96;9.07;9.21;6.47;4.89;1.42;1.7;4.73;0.0;6.54;3.46;3
102;8;3.97;7.97;5.85;1.72;8.63;2.7;4.74;5.0;1.92;9.65;5.11;7.28;3.88;4.77;9.44;3
102;9;4.09;1.2;2.43;6.76;0.42;7.33;5.26;6.64;5.49;0.3;7.42;3.78;6.71;2.33;3.8;3
102;10;3.58;4.42;1.28;7.3;5.77;7.95;5.68;3.11;6.53;7.74;1.43;2.0;7.64;8.72;3.61;3
103;1;8.82;3.94;4.53;2.95;0.11;2.36;9.93;3.08;2.93;0.14;2.25;3.72;7.76;4.87;8.82;1
103;2;9.57;4.15;0.63;2.97;7.67;3.16;6.15;7.25;2.66;5.55;7.33;1.09;9.09;2.11;7.84;1
103;3;4.32;8.13;7.98;8.41;5.46;2.84;9.36;2.83;8.14;4.38;5.71;6.41;8.18;5.94;9.65;1
103;4;6.18;1.08;8.95;9.96;8.73;4.91;7.62;8.7;2.48;8.45;4.31;9.74;0.43;1.12;5.53;1
103;5;5.47;1.44;0.44;4.86;1.54;8.54;0.07;8.93;5.32;4.66;7.02;0.4;0.02;4.58;0.92;1
103;6;2.29;9.03;5.27;5.58;2.67;8.27;8.49;7.78;5.49;4.52;0.46;7.79;6.32;2.21;3.2;1
103;7;8.71;4.61;4.84;5.27;8.93;2.01;8.85;5.44;2.01;3.75;1.41;8.81;3.45;5.13;7.66;1
103;8;9.15;5.13;7.2;1.67;7.54;2.89;5.41;7.3;5.34;8.84;5.31;2.17;9.34;9.03;6.52;1
103;9;6.35;8.91;2.75;3.01;6.77;9.01;8.1;9.41;0.41;9.06;4.44;3.56;7.54;4.56;9.21;1
103;10;5.93;8.13;4.25;7.81;9.99;4.55;3.12;9.44;6.98;9.22;7.42;9.66;2.34;1.8;9.02;1
104;1;4.55;4.98;3.75;4.58;0.58;7.05;4.53;5.52;4.21;2.45;1.4;4.21;5.12;3.59;8.15;2
104;2;7.65;2.06;4.33;8.84;9.47;4.52;6.32;4.41;8.91;4.48;3.77;1.23;2.78;3.23;1.27;2
104;3;1.72;2.98;1.73;8.36;9.27;7.3;9.87;0.42;6.93;8.23;6.35;6.38;4.37;0.06;7.9;2
104;4;3.66;6.27;8.3;5.29;9.26;1.99;6.49;4.59;0.71;4.77;2.54;5.83;5.41;3.22;8.89;2
104;5;7.39;5.92;6.2;2.49;3.74;9.56;3.95;5.02;0.86;2.76;1.02;1.39;4.47;6.6;6.56;2
104;6;1.71;2.75;6.73;2.77;6.23;9.23;0.19;5.36;8.26;7.97;1.95;3.96;4.85;8.68;9.91;2
104;7;4.16;1.96;1.79;0.34;8.95;2.44;5.53;2.81;8.41;2.09;2.95;9.32;5.13;6.98;3.1;2
104;8;7.75;6.25;6.4;5.36;4.65;4.98;1.73;1.84;6.98;5.84;0.04;3.01;5.1;5.03;0.6;2
104;9;0.42;0.74;6.15;5.64;9.43;1.78;2.79;9.45;4.89;6.89;1.76;2.63;7.64;8.21;7.8;2
104;10;6.83;2.87;4.02;9.01;9.41;3.21;8.89;3.09;3.23;7.36;1.5;1.72;7.65;8.28;5.96;2
105;1;3.82;8.1;8.17;8.58;3.83;4.87;0.95;6.02;0.76;4.14;0.28;2.87;5.3;2.9;1.59;2
105;2;6.11;3.77;9.08;2.26;0.78;5.29;0.96;2.88;9.79;5.77;8.81;4.01;7.16;0.48;5.68;2
105;3;3.85;5.52;9.08;6.93;4.73;3.94;3.36;9.45;4.37;8.64;2.63;8.01;6.07;7.49;7.51;2
105;4;6.42;8.25;2.78;7.68;6.89;3.6;8.68;1.86;0.19;2.11;2.43;3.49;1.64;1.3;0.55;2
105;5;1.51;4.42;2.4;1.26;3.85;4.14;3.39;2.37;8.38;9.76;2.38;5.41;8.05;2.58;4.85;2
105;6;7.3;4.31;0.97;8.2;5.67;0.19;3.69;7.58;4.61;7.37;5.23;7.06;1.99;6.3;1.18;2
105;7;3.2;1.23;6.03;6.01;0.21;6.23;0.23;7.03;7.49;7.3;2.75;8.47;7.1;6.76;3.89;2
105;8;5.25;2.93;0.07;6.76;1.92;8.56;6.59;0.25;3.96;2.86;0.29;1.82;2.81;9.53;3.2;2
105;9;0.3;3.29;3.95;1.8;2.25;5.22;3.79;6.23;8.9;7.22;6.37;5.14;4.83;0.8;3.98;2
105;10;7.49;5.85;6.59;4.1;8.29;6.05;4.39;1.33;4.67;6.77;6.68;8.41;8.3;7.0;4.51;2
106;1;1.41;9.42;5.72;5.69;6.51;9.0;8.42;9.53;6.51;8.8;2.98;7.2;9.49;3.96;7.98;3
106;2;4.96;8.01;8.14;1.37;6.4;7.35;6.12;4.45;9.78;9.24;0.7;0.99;7.58;1.4;4.39;3
106;3;2.13;6.26;7.03;1.92;2.13;7.27;8.33;7.72;6.96;5.26;9.7;6.51;4.49;7.38;0.35;3
106;4;6.41;5.83;0.69;8.18;5.64;6.6;5.58;0.32;5.02;2.55;8.25;0.91;2.83;9.01;2.96;3
